title,description,location
RAMBI: the Index of Articles on Jewish Studies,"<p>RAMBI indexes articles in the various fields of Jewish studies and in the study of the State of Israel. Materials listed in RAMBI are based on scientific research. The database includes articles in Hebrew, Yiddish, English, French, German, and other European lanaguages.<br />
<br />
Note: To read Hebrew characters, you must be set to interpret Unicode UTF-8 characters and have suitable fonts installed (in Internet Explorer version 5 or 5.5, click the right button on your mouse, place the mouse cursor over Encoding, and select Unicode (UTF-8) from the list. Also, from the View menu, place the cursor over Encoding, and select Unicode (UTF-8) from the list.)</p>",http://merhav.nli.org.il/primo_library/libweb/action/search.do?action=search&amp;text&amp;vid=NLI_Rambi&amp;_ga=2.193942116.897290561.1525811434-574290422.1525811433
Readers' Guide Full Text Mega (H.W. Wilson),"<p>Readers Guide indexes articles from 240 of the most popular general-interest and news magazines published in the United States and Canada. Selective full-text coverage begins in January 1994 for most titles.<br />
<br />
Journals include: Architectural Digests, People Weekly, National Geographic, Psychology Today, Ebony, and Fortune.</p>","https://access.library.miami.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rgm"
Readers' Guide Retrospective: 1890-1982 (H.W. Wilson),"<p>Readers&#39; Guide Retrospective indexes articles in over 250 leading popular magazines published between 1963 to 1982. Includes over 2.5 million references. Entries link to page images from original Readers Guide volumes, allowing users access to see and see also references and the complete hierarchy of subject headings and subheadings.</p>","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rgr"
"Red AL y C (Network of Latin American, Caribbean, and Portuguese Journals)",A database put together by faculty members at the National Autonomous University of Mexico of full text articles from 123 Latin American and Caribbean journals in the social sciences and humanities.,http://www.redalyc.org/
Regional Business News,<p>Regional Business News is a collection of more than 50 full text newswires that have world-wide coverage. Coverage generally begins in the early to mid-1990s.</p>,"https://access.library.miami.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=bwh"
RILM Abstracts of Music Literature,"<p><em>RILM Abstracts of Music Literature</em> is a comprehensive, global bibliography of writings about music. <em>RILM Abstracts</em> currently indexes and abstracts&nbsp;scholarly music publications from 184 different countries, featuring content in 140 languages. <em>RILM</em> supports interdisciplinary scholarship by tracking music focused writings in anthropology, archaeology, architecture, art history, dance studies, dramatic arts, librarianship, literature, pedagogy, philosophy, physics, psychology, sociology, and therapy. Coverage dates from the early 20th century to the present, and includes journal articles, book chapters, books, reviews, editorials, obituaries, advertising, and news.</p>","http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ram"
Risk Abstracts,"<p>Experts define risk as a combination of the magnitude and probability of adverse effects. Risk Abstracts indexes the interdisciplinary journal literature centered on the identification and alleviation of risk in today's world.Published in association with the Institute for Risk Research at the University of Waterloo, Risk Abstracts encompasses risk arising from industrial, technological, environmental, and other sources, with an emphasis on assessment and management of risk. The journal includes occasional articles on topics of significant interest. The broad, multidisciplinary coverage of risk-related concerns ranges from public and environmental health to social issues and psychological aspects.This database is a sub-file of the Environmental Science and Pollution Management Database.</p>",https://search.proquest.com/riskabstracts/advanced?accountid=14585
Routledge Encyclopedia of Philosophy Online,"The Routledge Encyclopedia of Philosophy (REP) Online encompasses the full content of the classic 10-volume print reference source, including 2000 original entries contributed by over 1300 respected scholars and philosophers.",http://www.rep.routledge.com
Royal Society of Chemistry Journals,Full-text articles published in Royal Society of Chemistry journals.,https://pubs.rsc.org/en/journals?key=title&amp;value=current
Religious &amp;amp; Theological Abstracts,Religious &amp; Theological Abstracts (RTA) provide summaries of articles appearing in scholarly journals in the fields of Religion and Theology.,http://rtabstracts.org/search/
Sanborn Maps (United States),"<p>Digital Sanborn Maps, 1867-1970 provides digital access to more than 660,000 large-scale maps of more than 12,000 American towns and cities. The resource is useful for urban specialists, social historians, architects, geographers, genealogists, local historians, planners, environmentalists and anyone who wants to learn about the history, growth, and development of American cities, towns, and neighborhoods. The Sanborn Maps are large-scale plans containing data that can be used to estimate the potential risk for urban structures. This includes information such as the outline of each building, the size, shape and construction materials, heights, and function of structures, location of windows and doors. The maps also give street names, street and sidewalk widths, property boundaries, building use, and house and block numbers. Seven or eight different editions represent some areas.</p>",https://digitalsanbornmaps.proquest.com
